node_id,node_type,specialization_label,label_definition
R_004667,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004668,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004669,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004670,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004671,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004672,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004673,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004674,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004675,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004676,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004677,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004678,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004679,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004680,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004681,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004682,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004683,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004684,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004685,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004686,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004687,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004688,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004689,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004690,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004691,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004692,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004693,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004694,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004695,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004696,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004697,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004698,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004699,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004700,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004701,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004702,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004703,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004704,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004705,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004706,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004707,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004708,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004709,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004710,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004711,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004712,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004713,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004714,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004715,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004716,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004717,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004718,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004719,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004720,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004721,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004722,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004723,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004724,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004725,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004726,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004727,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004728,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004729,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004730,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004731,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004732,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004733,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004734,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004735,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004736,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004737,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004738,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004739,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004740,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004741,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004742,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004743,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004744,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004745,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004746,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004747,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004748,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004749,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004750,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004751,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004752,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004753,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004754,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004755,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004756,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004757,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004758,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004759,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004760,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004761,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004762,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004763,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004764,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004765,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004766,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004767,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004768,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004769,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004770,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004771,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004772,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004773,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004774,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004775,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004776,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004777,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004778,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004779,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004780,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004781,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004782,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004783,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004784,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004785,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004786,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004787,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004788,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004789,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004790,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004791,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004792,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004793,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004794,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004795,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004796,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004797,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004798,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004799,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004800,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004801,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004802,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004803,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004804,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004805,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004806,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004807,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004808,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004809,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004810,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004811,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004812,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004813,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004814,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004815,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004816,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004817,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004818,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004819,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004820,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004821,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004822,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004823,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004824,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004825,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004826,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004827,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004828,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004829,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004830,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004831,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004832,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004833,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004834,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004835,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004836,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004837,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004838,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004839,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004840,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004841,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004842,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004843,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004844,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004845,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004846,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004847,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004848,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004849,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004850,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004851,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004852,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004853,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004854,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004855,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004856,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004857,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004858,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004859,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004860,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004861,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004862,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004863,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004864,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004865,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004866,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004867,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004868,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004869,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004870,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004871,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004872,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004873,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004874,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004875,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004876,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004877,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004878,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004879,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004880,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004881,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004882,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004883,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004884,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004885,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004886,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004887,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004888,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004889,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004890,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004891,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004892,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004893,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004894,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004895,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004896,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004897,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004898,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004899,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004900,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004901,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004902,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004903,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004904,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004905,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004906,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004907,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004908,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004909,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004910,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004911,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004912,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004913,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004914,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004915,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004916,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004917,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004918,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004919,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004920,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004921,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004922,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004923,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004924,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004925,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004926,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004927,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004928,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004929,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004930,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004931,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004932,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004933,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004934,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004935,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004936,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004937,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004938,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004939,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004940,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004941,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004942,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004943,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004944,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004945,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004946,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004947,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004948,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004949,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004950,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004951,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004952,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004953,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004954,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004955,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004956,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004957,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004958,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004959,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004960,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004961,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004962,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004963,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004964,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004965,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004966,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004967,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004968,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004969,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004970,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004971,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004972,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004973,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004974,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004975,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004976,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004977,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004978,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004979,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004980,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004981,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004982,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004983,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004984,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004985,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004986,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004987,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004988,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004989,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004990,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004991,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004992,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004993,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004994,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004995,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004996,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004997,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004998,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004999,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005000,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005001,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005002,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005003,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005004,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005005,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005006,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005007,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005008,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005009,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005010,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005011,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005012,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005013,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005014,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005015,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005016,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005017,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005018,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005019,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005020,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005021,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005022,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005023,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005024,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005025,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005026,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005027,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005028,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005029,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005030,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005031,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005032,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005033,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005034,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005035,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005036,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005037,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005038,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005039,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005040,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005041,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005042,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005043,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005044,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005045,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005046,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005047,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005048,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005049,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005050,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005051,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005052,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005053,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005054,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005055,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005056,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005057,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005058,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005059,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005060,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005061,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005062,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005063,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005064,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005065,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005066,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005067,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005068,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005069,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005070,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005071,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005072,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005073,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005074,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005075,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005076,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005077,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005078,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005079,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005080,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005081,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005082,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005083,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005084,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005085,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005086,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005087,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005088,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005089,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005090,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005091,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005092,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005093,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005094,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005095,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005096,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005097,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005098,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005099,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005100,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005101,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005102,CV,specialized,specialized if exactly one skill community; generalist if more than one
